Country,Commodity_NAICS6,FAFZONE,ctrycod,CBPZONE,USExpVal
KIRIBATI,335911,808,111,234,12933
KIRIBATI,335932,808,111,234,4792
KIRIBATI,335999,808,111,234,15228
KIRIBATI,336612,808,111,234,3000
KIRIBATI,336991,808,111,234,3400
KIRIBATI,337127,808,111,234,7952
KIRIBATI,339930,808,111,234,2694
KIRIBATI,339994,808,111,234,4782
KUWAIT,111120,806,115,238,49874
KUWAIT,111130,806,115,238,67130
KUWAIT,111140,806,115,238,396804
KUWAIT,111160,806,115,238,4261
KUWAIT,111199,806,115,238,234221
KUWAIT,111211,806,115,238,173868
KUWAIT,111219,806,115,238,815360
KUWAIT,111331,806,115,238,894890
KUWAIT,111332,806,115,238,179825
KUWAIT,111333,806,115,238,9796265
KUWAIT,111334,806,115,238,3121603
KUWAIT,111335,806,115,238,22515118
KUWAIT,111339,806,115,238,768255
KUWAIT,111421,806,115,238,197671
KUWAIT,111940,806,115,238,4796709
KUWAIT,111991,806,115,238,2563
KUWAIT,111998,806,115,238,841251
KUWAIT,112310,806,115,238,207048
KUWAIT,112320,806,115,238,0
KUWAIT,112330,806,115,238,0
KUWAIT,112340,806,115,238,0
KUWAIT,112390,806,115,238,0
KUWAIT,112410,806,115,238,7056
KUWAIT,112420,806,115,238,92500
KUWAIT,112910,806,115,238,962285
KUWAIT,112920,806,115,238,18325
KUWAIT,112990,806,115,238,37810
KUWAIT,113210,806,115,238,41448
KUWAIT,114111,806,115,238,503864
KUWAIT,114112,806,115,238,267704
KUWAIT,211130,806,115,238,598184374.401815
KUWAIT,212299,806,115,238,121870
KUWAIT,212311,806,115,238,8931
KUWAIT,212319,806,115,238,15470
KUWAIT,212321,806,115,238,6173
KUWAIT,212322,806,115,238,7985
KUWAIT,212324,806,115,238,593281
KUWAIT,212325,806,115,238,133276
KUWAIT,212391,806,115,238,11591
KUWAIT,212393,806,115,238,39446
KUWAIT,212399,806,115,238,149077
KUWAIT,311111,806,115,238,2471836
KUWAIT,311119,806,115,238,1680981
KUWAIT,311211,806,115,238,2191117
KUWAIT,311212,806,115,238,751923
KUWAIT,311213,806,115,238,75675
KUWAIT,311221,806,115,238,92046165
KUWAIT,311224,806,115,238,14268997
KUWAIT,311225,806,115,238,7344643
KUWAIT,311230,806,115,238,1231427
KUWAIT,311313,806,115,238,0
KUWAIT,311314,806,115,238,1100643
KUWAIT,311340,806,115,238,4482716
KUWAIT,311351,806,115,238,751076.323990173
KUWAIT,311352,806,115,238,4972799.67600983
KUWAIT,311411,806,115,238,10888218
KUWAIT,311412,806,115,238,271571
KUWAIT,311421,806,115,238,6923034
KUWAIT,311422,806,115,238,135118
KUWAIT,311423,806,115,238,4211797
KUWAIT,311511,806,115,238,138818
KUWAIT,311512,806,115,238,150905
KUWAIT,311513,806,115,238,9741260
KUWAIT,311514,806,115,238,4778511
KUWAIT,311520,806,115,238,4730378
KUWAIT,311611,806,115,238,43455486
KUWAIT,311612,806,115,238,19026
KUWAIT,311613,806,115,238,503995
KUWAIT,311615,806,115,238,9408561
KUWAIT,311710,806,115,238,90961
KUWAIT,311811,806,115,238,2519259.47454606
KUWAIT,311812,806,115,238,2370414.52898138
KUWAIT,311813,806,115,238,134940.996472555
KUWAIT,311824,806,115,238,2705493
KUWAIT,311911,806,115,238,1010151
KUWAIT,311919,806,115,238,4445763
KUWAIT,311920,806,115,238,967190
KUWAIT,311930,806,115,238,399299
KUWAIT,311941,806,115,238,12930079
KUWAIT,311942,806,115,238,2490434
KUWAIT,311999,806,115,238,12674235
KUWAIT,312111,806,115,238,1188414
KUWAIT,312112,806,115,238,75314
KUWAIT,312113,806,115,238,6050
KUWAIT,312120,806,115,238,61973
KUWAIT,312230,806,115,238,63924
KUWAIT,313110,806,115,238,42091
KUWAIT,313210,806,115,238,417406
KUWAIT,313220,806,115,238,334878
KUWAIT,313230,806,115,238,162634
KUWAIT,313240,806,115,238,8945789
KUWAIT,313320,806,115,238,505005
KUWAIT,314110,806,115,238,917103
KUWAIT,314120,806,115,238,568876
KUWAIT,314910,806,115,238,429203
KUWAIT,314994,806,115,238,170190
KUWAIT,314999,806,115,238,592059
KUWAIT,315110,806,115,238,55304
KUWAIT,315220,806,115,238,2405345
KUWAIT,315240,806,115,238,12432063
KUWAIT,315280,806,115,238,155589
KUWAIT,315990,806,115,238,548577
KUWAIT,316110,806,115,238,60315.999939684
KUWAIT,316210,806,115,238,1380915.99861908
KUWAIT,316992,806,115,238,728148.999271851
KUWAIT,316998,806,115,238,1260448.99873955
KUWAIT,321113,806,115,238,841558
KUWAIT,321114,806,115,238,2800
KUWAIT,321213,806,115,238,2888
KUWAIT,321219,806,115,238,34273
KUWAIT,321911,806,115,238,136934
KUWAIT,321918,806,115,238,4400
KUWAIT,321920,806,115,238,71455.999928544
KUWAIT,321999,806,115,238,211054.999788945
KUWAIT,322110,806,115,238,2861197
KUWAIT,322121,806,115,238,470089
KUWAIT,322122,806,115,238,997419
KUWAIT,322130,806,115,238,892975
KUWAIT,322211,806,115,238,24078
KUWAIT,322212,806,115,238,177103
KUWAIT,322219,806,115,238,429107
KUWAIT,322220,806,115,238,6156236
KUWAIT,322230,806,115,238,93838
KUWAIT,322291,806,115,238,261381
KUWAIT,322299,806,115,238,419441
KUWAIT,323111,806,115,238,1131047
KUWAIT,323117,806,115,238,1607664
KUWAIT,324110,806,115,238,26440227.9735597
KUWAIT,324121,806,115,238,16589
KUWAIT,324191,806,115,238,1252026
KUWAIT,324199,806,115,238,582350
KUWAIT,325110,806,115,238,1487222
KUWAIT,325120,806,115,238,42666
KUWAIT,325130,806,115,238,231533
KUWAIT,325180,806,115,238,93639127
KUWAIT,325193,806,115,238,45333
KUWAIT,325194,806,115,238,2609260
KUWAIT,325199,806,115,238,8141342
KUWAIT,325211,806,115,238,18160242
KUWAIT,325212,806,115,238,1011789
KUWAIT,325220,806,115,238,37030
KUWAIT,325311,806,115,238,10270
KUWAIT,325312,806,115,238,18736
KUWAIT,325320,806,115,238,1613602
KUWAIT,325411,806,115,238,9373060
KUWAIT,325412,806,115,238,34081407
KUWAIT,325413,806,115,238,12058115
KUWAIT,325414,806,115,238,17940589
KUWAIT,325510,806,115,238,3887166
KUWAIT,325520,806,115,238,2987069
KUWAIT,325611,806,115,238,3082873.99691712
KUWAIT,325612,806,115,238,674742.999325257
KUWAIT,325613,806,115,238,1321222.99867877
KUWAIT,325620,806,115,238,14546824
KUWAIT,325910,806,115,238,118556
KUWAIT,325920,806,115,238,7523792
KUWAIT,325992,806,115,238,44608
KUWAIT,325998,806,115,238,13416768
KUWAIT,326111,806,115,238,179347
KUWAIT,326113,806,115,238,1753336
KUWAIT,326121,806,115,238,107571
KUWAIT,326122,806,115,238,933072
KUWAIT,326150,806,115,238,1092849
KUWAIT,326160,806,115,238,79648
KUWAIT,326191,806,115,238,367346
KUWAIT,326199,806,115,238,5276461
KUWAIT,326211,806,115,238,4743193
KUWAIT,326212,806,115,238,7173
KUWAIT,326220,806,115,238,1020731
KUWAIT,326291,806,115,238,115135
KUWAIT,326299,806,115,238,4971708
KUWAIT,327110,806,115,238,1150777
KUWAIT,327120,806,115,238,406544
KUWAIT,327211,806,115,238,4079
KUWAIT,327212,806,115,238,3263262
KUWAIT,327213,806,115,238,13000
KUWAIT,327215,806,115,238,514960
KUWAIT,327320,806,115,238,3500
KUWAIT,327390,806,115,238,2884
KUWAIT,327420,806,115,238,11582
KUWAIT,327910,806,115,238,103510
KUWAIT,327991,806,115,238,55486
KUWAIT,327992,806,115,238,50043
KUWAIT,327993,806,115,238,305342
KUWAIT,327999,806,115,238,365554
KUWAIT,331110,806,115,238,2363156
KUWAIT,331210,806,115,238,211583
KUWAIT,331222,806,115,238,10592
KUWAIT,331313,806,115,238,6083271
KUWAIT,331315,806,115,238,27906
KUWAIT,331318,806,115,238,73915
KUWAIT,331410,806,115,238,5791227
KUWAIT,331420,806,115,238,574554
KUWAIT,331491,806,115,238,1708485
KUWAIT,331492,806,115,238,46000
KUWAIT,331511,806,115,238,80036
KUWAIT,331523,806,115,238,11035
KUWAIT,332111,806,115,238,67272
KUWAIT,332119,806,115,238,40326
KUWAIT,332215,806,115,238,1157338.99884266
KUWAIT,332216,806,115,238,2587517.99741248
KUWAIT,332311,806,115,238,6918.999993081
KUWAIT,332312,806,115,238,1606517.99839348
KUWAIT,332313,806,115,238,19507.999980492
KUWAIT,332321,806,115,238,1050743
KUWAIT,332322,806,115,238,157313
KUWAIT,332323,806,115,238,104610
KUWAIT,332410,806,115,238,686121
KUWAIT,332420,806,115,238,1065989
KUWAIT,332439,806,115,238,177369
KUWAIT,332510,806,115,238,2952427
KUWAIT,332613,806,115,238,698672
KUWAIT,332618,806,115,238,455028
KUWAIT,332721,806,115,238,8316801
KUWAIT,332722,806,115,238,825860
KUWAIT,332911,806,115,238,16978030
KUWAIT,332912,806,115,238,1116985
KUWAIT,332913,806,115,238,96824
KUWAIT,332919,806,115,238,197238
KUWAIT,332991,806,115,238,2325589
KUWAIT,332992,806,115,238,2472910.99752708
KUWAIT,332993,806,115,238,273935.999726064
KUWAIT,332994,806,115,238,22327433.9776725
KUWAIT,332996,806,115,238,828868
KUWAIT,332999,806,115,238,7404859
KUWAIT,333111,806,115,238,1330053
KUWAIT,333112,806,115,238,68184
KUWAIT,333120,806,115,238,7031356
KUWAIT,333131,806,115,238,21498196
KUWAIT,333132,806,115,238,12425158
KUWAIT,333241,806,115,238,1511063
KUWAIT,333242,806,115,238,9399
KUWAIT,333243,806,115,238,232958
KUWAIT,333244,806,115,238,228061
KUWAIT,333249,806,115,238,886574
KUWAIT,333314,806,115,238,19049188
KUWAIT,333316,806,115,238,928025
KUWAIT,333318,806,115,238,10093783
KUWAIT,333413,806,115,238,4269241
KUWAIT,333414,806,115,238,1616019
KUWAIT,333415,806,115,238,35026690
KUWAIT,333514,806,115,238,169701
KUWAIT,333515,806,115,238,714594
KUWAIT,333517,806,115,238,1503047
KUWAIT,333519,806,115,238,14614
KUWAIT,333611,806,115,238,47164445
KUWAIT,333612,806,115,238,608431
KUWAIT,333613,806,115,238,2368078
KUWAIT,333618,806,115,238,5282161
KUWAIT,333912,806,115,238,5334407
KUWAIT,333914,806,115,238,11150747
KUWAIT,333921,806,115,238,225179
KUWAIT,333922,806,115,238,127146
KUWAIT,333923,806,115,238,371798
KUWAIT,333924,806,115,238,1771738
KUWAIT,333991,806,115,238,69198
KUWAIT,333992,806,115,238,1182762
KUWAIT,333993,806,115,238,436893
KUWAIT,333994,806,115,238,799321
KUWAIT,333995,806,115,238,985075
KUWAIT,333996,806,115,238,2728945
KUWAIT,333997,806,115,238,191310
KUWAIT,333999,806,115,238,16858641
KUWAIT,334111,806,115,238,22132629
KUWAIT,334112,806,115,238,800791
KUWAIT,334118,806,115,238,8224077
KUWAIT,334210,806,115,238,289435
KUWAIT,334220,806,115,238,47160898
KUWAIT,334290,806,115,238,1847469
KUWAIT,334310,806,115,238,5635160
KUWAIT,334412,806,115,238,1053028
KUWAIT,334413,806,115,238,1847309
KUWAIT,334416,806,115,238,1180117
KUWAIT,334417,806,115,238,2367864
KUWAIT,334418,806,115,238,337621
KUWAIT,334419,806,115,238,6148400
KUWAIT,334510,806,115,238,28567433
KUWAIT,334511,806,115,238,3416711
KUWAIT,334512,806,115,238,81597903
KUWAIT,334513,806,115,238,11725083
KUWAIT,334514,806,115,238,151782
KUWAIT,334515,806,115,238,9869391
KUWAIT,334516,806,115,238,11379892
KUWAIT,334517,806,115,238,6149759
KUWAIT,334519,806,115,238,12881943
KUWAIT,334613,806,115,238,383093
KUWAIT,334614,806,115,238,203362
KUWAIT,335110,806,115,238,162618
KUWAIT,335121,806,115,238,229352
KUWAIT,335122,806,115,238,139820
KUWAIT,335129,806,115,238,807465
KUWAIT,335210,806,115,238,3260227
KUWAIT,335220,806,115,238,8337394
KUWAIT,335311,806,115,238,260678
KUWAIT,335312,806,115,238,15344821
KUWAIT,335313,806,115,238,13350143
KUWAIT,335314,806,115,238,7577450
KUWAIT,335911,806,115,238,11824295
KUWAIT,335912,806,115,238,1329023
KUWAIT,335921,806,115,238,720719
KUWAIT,335929,806,115,238,8829300
KUWAIT,335931,806,115,238,3675166
KUWAIT,335932,806,115,238,886455
KUWAIT,335991,806,115,238,136292
KUWAIT,335999,806,115,238,20127535
KUWAIT,336111,806,115,238,626522798
KUWAIT,336112,806,115,238,140911267
KUWAIT,336120,806,115,238,20212310
KUWAIT,336211,806,115,238,888545
KUWAIT,336212,806,115,238,610652
KUWAIT,336213,806,115,238,2798797
KUWAIT,336214,806,115,238,1228220
KUWAIT,336310,806,115,238,5832303
KUWAIT,336320,806,115,238,3703833
KUWAIT,336330,806,115,238,3211224
KUWAIT,336340,806,115,238,1510102
KUWAIT,336350,806,115,238,1361218
KUWAIT,336360,806,115,238,53788
KUWAIT,336370,806,115,238,2151853
KUWAIT,336390,806,115,238,14567310
KUWAIT,336411,806,115,238,1356371
KUWAIT,336411,806,115,238,29785385.6107156
KUWAIT,336412,806,115,238,6841913
KUWAIT,336412,806,115,238,12152244.9194455
KUWAIT,336413,806,115,238,10777320
KUWAIT,336413,806,115,238,21115658.5724991
KUWAIT,336414,806,115,238,3142201.35818659
KUWAIT,336415,806,115,238,9195
KUWAIT,336415,806,115,238,1555148.34207568
KUWAIT,336419,806,115,238,7967
KUWAIT,336419,806,115,238,372221.197077557
KUWAIT,336510,806,115,238,5448
KUWAIT,336611,806,115,238,22297
KUWAIT,336612,806,115,238,7493017
KUWAIT,336991,806,115,238,1790544
KUWAIT,336992,806,115,238,298765943
KUWAIT,336999,806,115,238,947402
KUWAIT,337121,806,115,238,2074607
KUWAIT,337122,806,115,238,215370
KUWAIT,337124,806,115,238,420109
KUWAIT,337125,806,115,238,1180777
KUWAIT,337127,806,115,238,8007563
KUWAIT,337211,806,115,238,1369732
KUWAIT,337214,806,115,238,297502
KUWAIT,337215,806,115,238,2393710
KUWAIT,337910,806,115,238,65194
KUWAIT,337920,806,115,238,8214
KUWAIT,339112,806,115,238,34730742
KUWAIT,339113,806,115,238,28361667
KUWAIT,339114,806,115,238,2915250
KUWAIT,339115,806,115,238,1413713
KUWAIT,339116,806,115,238,1710818
KUWAIT,339910,806,115,238,4845478
KUWAIT,339920,806,115,238,6836127
KUWAIT,339930,806,115,238,1978188
KUWAIT,339940,806,115,238,640417
KUWAIT,339950,806,115,238,121367
KUWAIT,339991,806,115,238,5522139
KUWAIT,339992,806,115,238,238816
KUWAIT,339993,806,115,238,14486
KUWAIT,339994,806,115,238,545383
KUWAIT,339999,806,115,238,7024598
KYRGYZSTAN,111130,806,116,239,84563
KYRGYZSTAN,111219,806,116,239,132048
KYRGYZSTAN,112920,806,116,239,5200
KYRGYZSTAN,311211,806,116,239,280163
KYRGYZSTAN,311212,806,116,239,45247
KYRGYZSTAN,311221,806,116,239,5044
KYRGYZSTAN,311224,806,116,239,163792
KYRGYZSTAN,311351,806,116,239,1858.17998573429
KYRGYZSTAN,311352,806,116,239,12302.8200142657
KYRGYZSTAN,311615,806,116,239,1926578
KYRGYZSTAN,311710,806,116,239,93103
KYRGYZSTAN,311999,806,116,239,28321
KYRGYZSTAN,312230,806,116,239,43816
KYRGYZSTAN,313110,806,116,239,24040
KYRGYZSTAN,313210,806,116,239,106486
KYRGYZSTAN,313220,806,116,239,23915
KYRGYZSTAN,314994,806,116,239,9555
KYRGYZSTAN,314999,806,116,239,325736
KYRGYZSTAN,315240,806,116,239,258776
KYRGYZSTAN,315280,806,116,239,276560
KYRGYZSTAN,315990,806,116,239,87657
KYRGYZSTAN,316210,806,116,239,58447.999941552
KYRGYZSTAN,316992,806,116,239,10007.999989992
KYRGYZSTAN,316998,806,116,239,13100.999986899
KYRGYZSTAN,322220,806,116,239,181410
KYRGYZSTAN,322299,806,116,239,48130
KYRGYZSTAN,324110,806,116,239,1130127.99886987
KYRGYZSTAN,324191,806,116,239,382146
KYRGYZSTAN,325180,806,116,239,35699
KYRGYZSTAN,325199,806,116,239,2720
KYRGYZSTAN,325411,806,116,239,86755
KYRGYZSTAN,325412,806,116,239,137767
KYRGYZSTAN,325413,806,116,239,287773
KYRGYZSTAN,325414,806,116,239,2748291
KYRGYZSTAN,325510,806,116,239,3150
KYRGYZSTAN,325520,806,116,239,86991
KYRGYZSTAN,325613,806,116,239,5914.999994085
KYRGYZSTAN,325620,806,116,239,884696
KYRGYZSTAN,325910,806,116,239,22913
KYRGYZSTAN,325920,806,116,239,13812
KYRGYZSTAN,325992,806,116,239,21018
KYRGYZSTAN,325998,806,116,239,97234
KYRGYZSTAN,326113,806,116,239,3690
KYRGYZSTAN,326122,806,116,239,110075
KYRGYZSTAN,326199,806,116,239,26072
KYRGYZSTAN,326211,806,116,239,10503161
KYRGYZSTAN,326220,806,116,239,65174
KYRGYZSTAN,326291,806,116,239,5640
KYRGYZSTAN,326299,806,116,239,207562
KYRGYZSTAN,327110,806,116,239,3035
KYRGYZSTAN,327120,806,116,239,80168
KYRGYZSTAN,327993,806,116,239,4264
KYRGYZSTAN,331110,806,116,239,30475
KYRGYZSTAN,331210,806,116,239,6450
KYRGYZSTAN,331222,806,116,239,3438
KYRGYZSTAN,331420,806,116,239,10980
KYRGYZSTAN,331491,806,116,239,42509
KYRGYZSTAN,332112,806,116,239,21633
KYRGYZSTAN,332216,806,116,239,158010.999841989
KYRGYZSTAN,332323,806,116,239,48023
KYRGYZSTAN,332410,806,116,239,158155
KYRGYZSTAN,332510,806,116,239,93908
KYRGYZSTAN,332613,806,116,239,3639
KYRGYZSTAN,332618,806,116,239,219521
KYRGYZSTAN,332721,806,116,239,40429
KYRGYZSTAN,332722,806,116,239,57731
KYRGYZSTAN,332911,806,116,239,119732
KYRGYZSTAN,332912,806,116,239,34720
KYRGYZSTAN,332913,806,116,239,4738
KYRGYZSTAN,332991,806,116,239,19942
KYRGYZSTAN,332992,806,116,239,341873.999658126
KYRGYZSTAN,332993,806,116,239,92399.9999076
KYRGYZSTAN,332994,806,116,239,2727616.99727238
KYRGYZSTAN,332996,806,116,239,282038
KYRGYZSTAN,332999,806,116,239,107139
KYRGYZSTAN,333120,806,116,239,1141033
KYRGYZSTAN,333131,806,116,239,1700818
KYRGYZSTAN,333132,806,116,239,11915
KYRGYZSTAN,333241,806,116,239,79730
KYRGYZSTAN,333242,806,116,239,25343
KYRGYZSTAN,333249,806,116,239,21872
KYRGYZSTAN,333314,806,116,239,408669
KYRGYZSTAN,333316,806,116,239,105559
KYRGYZSTAN,333318,806,116,239,395632
KYRGYZSTAN,333413,806,116,239,20239
KYRGYZSTAN,333414,806,116,239,5042
KYRGYZSTAN,333415,806,116,239,20703
KYRGYZSTAN,333515,806,116,239,3646
KYRGYZSTAN,333517,806,116,239,56748
KYRGYZSTAN,333611,806,116,239,1897625
KYRGYZSTAN,333612,806,116,239,154806
KYRGYZSTAN,333613,806,116,239,163885
KYRGYZSTAN,333618,806,116,239,3051399
KYRGYZSTAN,333912,806,116,239,404827
KYRGYZSTAN,333914,806,116,239,368144
KYRGYZSTAN,333922,806,116,239,8315
KYRGYZSTAN,333923,806,116,239,92790
KYRGYZSTAN,333924,806,116,239,93835
KYRGYZSTAN,333992,806,116,239,105967
KYRGYZSTAN,333993,806,116,239,17583
KYRGYZSTAN,333994,806,116,239,3236
KYRGYZSTAN,333995,806,116,239,248104
KYRGYZSTAN,333996,806,116,239,491632
KYRGYZSTAN,333999,806,116,239,539242
KYRGYZSTAN,334111,806,116,239,1824149
KYRGYZSTAN,334118,806,116,239,491208
KYRGYZSTAN,334210,806,116,239,70678
KYRGYZSTAN,334220,806,116,239,1190967
KYRGYZSTAN,334290,806,116,239,8250
KYRGYZSTAN,334310,806,116,239,209746
KYRGYZSTAN,334413,806,116,239,112665
KYRGYZSTAN,334416,806,116,239,72042
KYRGYZSTAN,334417,806,116,239,51670
KYRGYZSTAN,334418,806,116,239,25747
KYRGYZSTAN,334419,806,116,239,80021
KYRGYZSTAN,334510,806,116,239,105770
KYRGYZSTAN,334511,806,116,239,133587
KYRGYZSTAN,334512,806,116,239,6000
KYRGYZSTAN,334513,806,116,239,307093
KYRGYZSTAN,334514,806,116,239,14219
KYRGYZSTAN,334515,806,116,239,301888
KYRGYZSTAN,334516,806,116,239,349817
KYRGYZSTAN,334517,806,116,239,293149
KYRGYZSTAN,334519,806,116,239,142485
KYRGYZSTAN,334613,806,116,239,122298
KYRGYZSTAN,334614,806,116,239,6000
KYRGYZSTAN,335210,806,116,239,24448
KYRGYZSTAN,335311,806,116,239,7956
KYRGYZSTAN,335312,806,116,239,64410
KYRGYZSTAN,335313,806,116,239,70013
KYRGYZSTAN,335314,806,116,239,76128
KYRGYZSTAN,335911,806,116,239,39665
KYRGYZSTAN,335912,806,116,239,26279
KYRGYZSTAN,335929,806,116,239,105177
KYRGYZSTAN,335931,806,116,239,83930
KYRGYZSTAN,335999,806,116,239,83883
KYRGYZSTAN,336111,806,116,239,3849079
KYRGYZSTAN,336112,806,116,239,126513
KYRGYZSTAN,336120,806,116,239,807518
KYRGYZSTAN,336211,806,116,239,108415
KYRGYZSTAN,336310,806,116,239,3060
KYRGYZSTAN,336320,806,116,239,530610
KYRGYZSTAN,336330,806,116,239,129103
KYRGYZSTAN,336340,806,116,239,3036
KYRGYZSTAN,336350,806,116,239,158132
KYRGYZSTAN,336360,806,116,239,90183
KYRGYZSTAN,336390,806,116,239,1522234
KYRGYZSTAN,336411,806,116,239,4560218.67367976
KYRGYZSTAN,336412,806,116,239,4782
KYRGYZSTAN,336412,806,116,239,1860539.76044038
KYRGYZSTAN,336413,806,116,239,217931
KYRGYZSTAN,336413,806,116,239,3232861.30278314
KYRGYZSTAN,336414,806,116,239,481079.059957153
KYRGYZSTAN,336415,806,116,239,238097.186404204
KYRGYZSTAN,336419,806,116,239,56988.0167353566
KYRGYZSTAN,336991,806,116,239,23405
KYRGYZSTAN,337121,806,116,239,3835
KYRGYZSTAN,337125,806,116,239,35655
KYRGYZSTAN,337127,806,116,239,18753
KYRGYZSTAN,337215,806,116,239,193717
KYRGYZSTAN,339112,806,116,239,97180
KYRGYZSTAN,339113,806,116,239,644284
KYRGYZSTAN,339114,806,116,239,21068
KYRGYZSTAN,339115,806,116,239,64105
KYRGYZSTAN,339910,806,116,239,16058
KYRGYZSTAN,339920,806,116,239,14835
KYRGYZSTAN,339930,806,116,239,35197
KYRGYZSTAN,339940,806,116,239,3750
KYRGYZSTAN,339991,806,116,239,118334
KYRGYZSTAN,339994,806,116,239,119035
KYRGYZSTAN,339999,806,116,239,114251
LAOS,111110,808,117,240,994884
LAOS,111130,808,117,240,335723
LAOS,111421,808,117,240,14342
LAOS,112111,808,117,240,2046038.00008094
LAOS,112112,808,117,240,72836.7353002093
LAOS,112120,808,117,240,349705.264618849
LAOS,112130,808,117,240,0
LAOS,212399,808,117,240,7707
LAOS,311119,808,117,240,37151
LAOS,311212,808,117,240,950285
LAOS,311221,808,117,240,2753
LAOS,311224,808,117,240,266279
LAOS,311514,808,117,240,120560
LAOS,311941,808,117,240,85942
LAOS,311942,808,117,240,354847
LAOS,311999,808,117,240,2880
LAOS,312120,808,117,240,176295
LAOS,312130,808,117,240,192527
LAOS,313220,808,117,240,27646
LAOS,313230,808,117,240,176830
LAOS,313240,808,117,240,15071
LAOS,314999,808,117,240,954307
LAOS,315220,808,117,240,6323
LAOS,316210,808,117,240,4160.999995839
LAOS,316998,808,117,240,3536.99999646299
LAOS,322211,808,117,240,4396
LAOS,322212,808,117,240,3600
LAOS,322220,808,117,240,132243
LAOS,323111,808,117,240,122200
LAOS,323117,808,117,240,3693
LAOS,324110,808,117,240,136110.999863889
LAOS,324191,808,117,240,49038
LAOS,325211,808,117,240,1633281
LAOS,325212,808,117,240,103006
LAOS,325312,808,117,240,22800
LAOS,325412,808,117,240,228996
LAOS,325413,808,117,240,1596263
LAOS,325414,808,117,240,7433977
LAOS,325510,808,117,240,4250
LAOS,325520,808,117,240,4880
LAOS,325611,808,117,240,3739.99999626
LAOS,325612,808,117,240,14231.999985768
LAOS,325620,808,117,240,16000
LAOS,325910,808,117,240,30535
LAOS,325998,808,117,240,15648
LAOS,326111,808,117,240,17919
LAOS,326113,808,117,240,4688
LAOS,326220,808,117,240,43922
LAOS,327110,808,117,240,2820
LAOS,327120,808,117,240,89922
LAOS,327212,808,117,240,4640
LAOS,327215,808,117,240,36469
LAOS,327992,808,117,240,51250
LAOS,331110,808,117,240,14588
LAOS,331410,808,117,240,853693
LAOS,331491,808,117,240,165433
LAOS,332216,808,117,240,6438.999993561
LAOS,332313,808,117,240,73729.99992627
LAOS,332410,808,117,240,19350
LAOS,332420,808,117,240,17500
LAOS,332911,808,117,240,818676
LAOS,332919,808,117,240,32150
LAOS,332999,808,117,240,15006
LAOS,333120,808,117,240,155424
LAOS,333131,808,117,240,245166
LAOS,333243,808,117,240,222137
LAOS,333249,808,117,240,15296
LAOS,333314,808,117,240,14336
